Location_Name,Location_Identifier,Latitude,Longitude
SCO1506610BAA,USGS-384558104460001,38.76610585,-104.7671948
SC01306133DAB ARAPMAS25,USGS-385229104133001,38.87472222,-104.225
SC01706506BCC CC-1,USGS-383600104430301,38.59999798,-104.7180293
SAND CR DRAIN AT BARNES RD AT COLO SPRINGS (CLVRT),USGS-385353104422501,38.89816667,-104.7070278
"FOUNTAIN CR 1.0 MI BLW FRENCH CR NR CASCADE, CO",USGS-385254104565901,38.88169444,-104.9495972
SC01106003DAC LFHMAS08,USGS-390707104053001,39.11861111,-104.0918333
"BEAVER CREEK NEAR PORTLAND, CO.",USGS-07099100,38.37416793,-104.9641504
PUEBLO WASTEWATER TREATMENT PLANT OUTFALL,USGS-381522104342100,38.25611388,-104.5730288
SC02006419BCB,USGS-381754104362001,38.29841667,-104.6054722
SC01106202ADA ARAPMAS23,USGS-390721104173801,39.12252778,-104.2941389
SC02106403BABC1 SCM-50,USGS-381518104324801,38.25500275,-104.5471947
SC01306334ABB,USGS-385250104255401,38.88121389,-104.4325944
SC01306701CBA ARAPMAS01,USGS-385646104504601,38.94633333,-104.8463333
"PINE CR ABV HIGHWAY 83 AT COLORADO SPRINGS, CO",USGS-385750104475001,38.96388889,-104.7972222
SC01606533CCB HRLC-06,USGS-383635104405201,38.60972013,-104.6816394
"TURKEY CREEK AB TELLER RES NEAR STONE CITY, CO.",USGS-07099230,38.46499989,-104.8272009
SC01706505DDB HRMW-08,USGS-383541104410101,38.59472033,-104.6841396
SC01106628DAC DAWMAS12,USGS-390342104464401,39.06183333,-104.7788889
SC01506610ADB1 TH-7,USGS-384540104453801,38.76110612,-104.7610836
"CAMP CREEK AT GARDEN OF THE GODS, CO",USGS-07103703,38.87693609,-104.8727543
"SC01206630BBB USAF ACADEMY NR MONUMENT CREEK 2, CO",USGS-385900104494501,38.98326667,-104.8292361
"MONUMENT CR AT SOUTH BOUNDARY USAF ACADEMY, CO",USGS-07103940,38.95416667,-104.8333333
SC01906231DAB  ODMW-07,USGS-382109104221901,38.35250051,-104.3724676
SAND CR DRAIN NR BARNES RD AT COLO SPRINGS (CLVRT),USGS-385406104422001,38.90172222,-104.7055833
SC01106425BDD DAWMAS25,USGS-390353104302701,39.06480556,-104.5075556
PATTERSON HOLLOW AT HWY 50 NEAR FAYETTE,USGS-380458103473701,38.08277778,-103.7936111
SC01506311CDD,USGS-384507104245201,38.75207778,-104.4144528
SC02205733CBA,USGS-380527103475301,38.0908,-103.7980722
"CHICO CR NEAR PUEBLO CHEMICAL DEPOT, CO",USGS-07110400,38.36111156,-104.3880234
SC02006206DCC  OBMW-12,USGS-381957104223201,38.33250088,-104.3760789
SC01906234ABA  ATMW-01,USGS-382138104191001,38.3605556,-104.3199664
SCO1506601BBD TH-53,USGS-384642104440101,38.77832867,-104.7341391
IR-43 AVONDALE D AT BR50,USGS-381412104202101,38.23666912,-104.33969
"SPG W OF PURGATOIRE R AT HWY 101 NR LAS ANIMAS, CO",USGS-380204103120501,38.03438889,-103.2015
SC01106616ACD DENMAS07,USGS-390534104465501,39.09286111,-104.7821667
SC01306301ACB,USGS-385658104233501,38.94943611,-104.3935778
SC01506614ABD,USGS-384459104443401,38.7497178,-104.7433055
SC01506603CAB3 U-08,USGS-384621104460902,38.7724946,-104.769695
"SC01206724AAA USAF ACADEMY NR MONUMENT CREEK, CO",USGS-385953104495901,38.99814167,-104.8330111
SC01404420BCB3,USGS-384921102220901,38.8225,-102.3692778
SC01306427AAD ARAPMAS13,USGS-385334104320801,38.89288889,-104.5356944
SC01706505BCB2 SCBD-7,USGS-383605104415501,38.60138688,-104.6991399
FOUNTAIN CREEK AT S 32ND ST NR COLO SPRINGS(CLVRT),USGS-385116104523301,38.85436111,-104.8758056
SC01406312ADA LFHMAS03,USGS-385056104231901,38.84891667,-104.3886389
SC02405604CAC,USGS-375910103411701,37.98604444,-103.6879722
SC01106725DBA ARAPMAS10,USGS-390348104501101,39.06338889,-104.8363889
SC01706505BBD2 SCAD-1A,USGS-383615104415102,38.60416462,-104.6980288
SC01206528DCA DENMAS04,USGS-385816104411201,38.97136111,-104.6868611
"SC01206630BCC3 USAF ACADEMY NR S GATE, CO",USGS-385839104495101,38.97758333,-104.8308778
SC02006233ABA  LFMW-03,USGS-381620104200701,38.27222399,-104.3358008
SC01706505DAC HRMW-04,USGS-383551104410501,38.59749807,-104.6852508
SC01306219CDB CHEROKEE 5,USGS-385354104225701,38.89798056,-104.3853944
"FOUNTAIN CR BLW CAMP CR AT COLO. SPGS, CO",USGS-385102104521101,38.85063611,-104.8697444
"RED CREEK ABOVE SALT CANYON AT FORT CARSON, CO",USGS-07099085,38.47897222,-104.9405556
SALT CREEK AT HWY 50,USGS-381447104352001,38.24639184,-104.5894183
SC01506611BBB2,USGS-384553104451801,38.76471741,-104.7555281
SC01506612CDC CO259-25,USGS-384509104435901,38.75249561,-104.7335831
SC01606531BAD WW-6A,USGS-383703104423901,38.61749773,-104.7113622
SAND CR DRAIN AT SPRNG RNCH GOLF CLUB AT CO SPRNG,USGS-385248104423501,38.87997222,-104.7096111
"ROCK CREEK NEAR FORT CARSON, CO.",USGS-07105950,38.69693837,-104.8280293
SC01406207BCB ARAPMAS24,USGS-385059104231201,38.84972222,-104.3868611
SC01306610BAB LFHMAS06,USGS-385622104461201,38.93958333,-104.7700278
SC02205911DCD,USGS-380833103582300,38.14250713,-103.9735821
"WILDHORSE CREEK NEAR STONE CITY AT FT CARSON, CO",USGS-382532104461801,38.42547222,-104.7715833
SC01506301BBA,USGS-384648104240401,38.77995,-104.4011194
SC01206512CAB DAWMAS24,USGS-390109104371201,39.01941667,-104.6202222
SC01606531CAB WW-3A,USGS-383646104424501,38.61277558,-104.713029
SC02006233ADC  LFMW-14,USGS-381603104200301,38.26750185,-104.3346897
SC01106727BBB DAWMAS01,USGS-390412104530301,39.07019444,-104.8842778
SC02006227CBD  DDMW-05,USGS-381645104193801,38.27916827,-104.327745
SC02305534DDB,USGS-375958103325801,37.99938889,-103.5495556
SC02305218BBB,USGS-380322103171601,38.05546111,-103.2875111
SC01106128CAA ARAPMAS26,USGS-390341104135001,39.06141667,-104.2305556
SC01206231CDB QAL11,USGS-385727104225101,38.95601667,-104.3815917
"UNNAMED CREEK NEAR RAINBOW BRIDGE DR NR FALCON, CO",USGS-385911104351101,38.98630556,-104.5864444
SC01506335AB,USGS-384230104243601,38.70838333,-104.41
SCO1506602BDC,USGS-384628104450801,38.77443964,-104.7527505
"ARKANSAS RIVER AT ROAD 24.5 NEAR SWINK, CO.",USGS-380137103374201,38.02695288,-103.6288352
SC01606533BCB HRLC-02,USGS-383702104405300,38.61722002,-104.6819171
SC01506624DBD2 U-19,USGS-384339104433501,38.72749602,-104.7269166
SC02006208BAC  ATMW-02,USGS-381949104214001,38.33027862,-104.3616342
MONUMENT CR TRIB NR DIAMOND RIM DR NR CO SPRNGS,USGS-390121104482601,39.02255556,-104.8071667
SC02006220DCB  TNTMW-06,USGS-381733104212501,38.29250149,-104.3574677
"WEST MONUMENT CR AT MOUTH AT USAF ACADEMY, CO",USGS-07103930,38.95888889,-104.8355556
SC01606531CBC WW-2A,USGS-383638104430401,38.61055338,-104.7183069
SC01406229BBA CHEROKEE 19 (DUNCAN),USGS-384834104215704,38.80939167,-104.3666278
SC01406218DDD1,USGS-384928104221001,38.82433611,-104.3694667
SC01905607CBC,USGS-382443103432401,38.41205,-103.7232306
SC02205920CCB1,USGS-380655104022100,38.11528505,-104.039695
FOUNTAIN CR 0.7 MI BLW WELLINGTON GULCH NR CASCADE,USGS-385438104583401,38.91056389,-104.9760556
"FORT LYON CANAL NEAR LA JUNTA, CO.",USGS-07122005,38.00834206,-103.5755
"SECURITY WASTEWATER OUTFALL NR SECURITY, CO",USGS-384406104441201,38.73499584,-104.7371944
SC01506601DDB,USGS-384610104432401,38.76943993,-104.7238609
SC02305509DAA,USGS-380341103335501,38.06141667,-103.5653056
SC02006419BCA,USGS-381754104361401,38.29844444,-104.6037778
SC01706505DAD HRMW-06,USGS-383549104405701,38.59694252,-104.6830285
SCO1506603AAD,USGS-384639104452801,38.77749497,-104.7583061
SC02205732BBB1,USGS-380549103491501,38.09702222,-103.8207194
SC02205923CDC2,USGS-380646103584902,38.11278535,-103.9808043
SC02305423ADA,USGS-380213103250200,38.03698889,-103.4179389
SC02006231DDD,USGS-381542104220701,38.26155556,-104.3686944
"GRANEROS CREEK NEAR RYE, CO",USGS-07108100,37.91306401,-104.9258218
SCO1506611ABC TH-47,USGS-384549104445101,38.76360651,-104.748028
SIXMILE CREEK TRIB ABV HWY50 NEAR AVONDALE,USGS-381440104234401,38.24444444,-104.3955556
ARKANSAS RIVER TRIBUTARY ABOVE HWY 227 AT PUEBLO,USGS-07099973,38.25388889,-104.5958333
SC01206104BAA DENMAS03,USGS-390226104134801,39.04061111,-104.2301944
"SMITH HOLLOW AT COUNTY RD JJ5 NR MANZANOLA, CO",USGS-380620103534201,38.10555556,-103.895
SC02006234BCC  LFMW-08,USGS-381603104194601,38.26750183,-104.3299673
SC01406220BCA,USGS-384913104214901,38.8202725,-104.3641308
SC02305626DDC,USGS-380041103382600,38.01117778,-103.6402611
SC01706505BAC SCBD-2,USGS-383616104414301,38.6044424,-104.6958065
SC02006233ADB  LFMW-12,USGS-381614104195601,38.27055734,-104.3327451
"MAIN IRR. DITCH NR ARKANSAS R.,FORT BENT NHS, CO",USGS-380252103253400,38.04777778,-103.4261111
HANNA RANCH FACULTATIVE SLUDGE BASIN,USGS-383656104424401,38.61555331,-104.7127512
SC01506611CAD,USGS-384524104445101,38.75666214,-104.7480279
SC01506335DCC CHEROKEE 17,USGS-384139104244501,38.69423611,-104.4125528
SC02106115ADD,USGS-381316104120400,38.22058333,-104.2014167
SC01506629AAB1,USGS-384318104475301,38.72166095,-104.7985841
SC01306216CBB,USGS-385458104210101,38.915525,-104.3502056
SC02006431CCB2,USGS-381532104353502,38.25894444,-104.5929444
SC02305432AAD,USGS-380036103282100,38.00897222,-103.4734444
SC02006220DCD  TNTMW-09,USGS-381727104212101,38.29083485,-104.3563566
"FOUNTAIN CREEK AT GREEN MOUNTAIN FALLS, CO",USGS-07099990,38.93887944,-105.0158153
"GALE DITCH FROM ROCK CR NR FORT CARSON, CO",USGS-384220104503701,38.70582646,-104.8446958
SC01506610AAB2,USGS-384558104453901,38.76610607,-104.7613615
SC02105727BBB,USGS-381157103470100,38.19963889,-103.7827778
"HORSE CREEK NEAR CHERAW, CO",USGS-380959103303301,38.16645556,-103.5093611
SC01606529ABC HRLC-05,USGS-383757104412200,38.63249757,-104.6899726
SC01206727CAD FT001-MW003S,USGS-385827104524401,38.97416667,-104.8788889
SC01606532ADA1 HRLC-14,USGS-383659104405601,38.6163867,-104.6827504
SC01106632CDA DENMAS10,USGS-390243104481401,39.04533333,-104.8041111
SC02006419BDB,USGS-381754104361101,38.29819444,-104.6030556
SC02006233AAD  LFMW-15,USGS-381620104195101,38.27222397,-104.3313562
SC01706505BBC SC-4,USGS-383615104415901,38.60416461,-104.700251
SCO1406628BCC1 TH-26,USGS-384818104473201,38.80499364,-104.7927513
"FORT LYON STORAGE CANAL NEAR CHERAW, CO",USGS-380553103335201,38.09805556,-103.5644444
SC02006233ACA  LFMW-11,USGS-381610104201401,38.26944627,-104.3377453
SC02305620AAA1,USGS-380222103413501,38.0395,-103.6929694
SC02305305AAA,USGS-380504103215201,38.0845,-103.3644722
SC02006220DBC  TNTMW-03,USGS-381735104212701,38.29305704,-104.3580233
SC02006217ADA  WHOW-11,USGS-381849104210000,38.31361219,-104.350523
SC01406632ADA1 U-4 (WIDEFIELD),USGS-384728104474201,38.79110472,-104.7952511
SC01606533CAC HRLC-01,USGS-383639104403501,38.61083123,-104.676917
SPRING CR DRAIN AT AUBURN DR AT COLO SPRINGS(CLVRT,USGS-385014104454901,38.83719444,-104.7637222
SC01406633CAD1,USGS-384712104471301,38.78666056,-104.7874731
SC01306316DDD QAL15,USGS-385439104263501,38.91090278,-104.4430639
"CATLIN CANAL AT MILE 0.1, NEAR FOWLER, CO.",USGS-07119705,38.1247281,-103.9424573
"RIPLEY DITCH FROM L. FOUNTAIN CR AT FT. CARSON, CO",USGS-384047104510301,38.67971594,-104.8513632
SC01706505DAA HRMW-05,USGS-383552104410001,38.59777584,-104.6838618
SC02106306BCD1 SCM-40,USGS-381457104293701,38.24916942,-104.4941376
SC02006206ACC  OBMW-03,USGS-382029104223001,38.34138961,-104.3755233
SC01606531DBD WW-5A,USGS-383638104421901,38.6105534,-104.7058066
SC01206631AAD AT102-MW002S,USGS-385755104484801,38.96527778,-104.8133333
SC01506620CDD1,USGS-384328104481101,38.72443848,-104.803584
SC02006206ACC  OBMW-07,USGS-382023104223401,38.33972298,-104.3766344
SC01906231DAC  ODMW-04,USGS-382101104221501,38.35027832,-104.3713564
SC01906231DDA  ODMW-08,USGS-382100104221201,38.35000054,-104.3705231
SC01406336AAB JOHNSON,USGS-384738104231901,38.79388431,-104.3891313
SC0170654BCC/RACE TRACK,USGS-383558104404801,38.59944249,-104.6805284
WETLAND NR DAR ARCH AT FORT BENT NHS NR HADLEY CO,USGS-380243103254800,38.04527778,-103.43
SC02006210BDD  WHOW-07,USGS-381934104204900,38.32611195,-104.3474672
BEAR CR DRAIN NR CREEK CROSSING ST AT COLO SPRINGS,USGS-384920104511201,38.82227778,-104.8533056
SC02006206ACC  OBMW-06,USGS-382023104222901,38.33972297,-104.3752455
"SEEP, ARKANSAS RIVER AT HWY 233 NR BAXTER, CO",USGS-381530104294601,38.25833333,-104.4961111
SC02006233ABA  LFMW-04,USGS-381619104201301,38.27194622,-104.3374675
SC02106409BAAD1 SCM-27,USGS-381427104334001,38.24083634,-104.5616397
SCO1506604AAA,USGS-384653104463601,38.78138317,-104.7771952
SC01006424DCD DAWMAS26,USGS-390935104301001,39.15972222,-104.5029167
SC01706506ABB SC-2,USGS-383621104422601,38.60583124,-104.7077512
SC01306512AAC,USGS-385558104363201,38.93263889,-104.6090194
"IRRIGATION DITCH NO. 5, FORT BENT NHS,CO",USGS-380252103254000,38.04777778,-103.4277778
"RUXTON CR 1.0 MI ABV MOUTH NR MANITOU SPGS, CO",USGS-385111104560801,38.85316389,-104.9354833
SC01306312DAC,USGS-385546104232201,38.92931944,-104.3893694
"FOUNTAIN CR AT TWENTY-FIRST ST AT COLORAD SPGS, CO",USGS-385030104512801,38.84165843,-104.8583086
SC01906231DAB  ODMW-02,USGS-382114104221701,38.35333382,-104.3710786
SC02305531BDD,USGS-380013103364301,38.00368333,-103.6118389
"TELLER RESERVOIR NEAR STONE CITY, CO.",USGS-07099233,38.4425,-104.8258333
"FOUNTAIN CREEK ABV FRENCH CREEK BELOW CASCADE, CO",USGS-385319104574501,38.88860106,-104.9630341
T- 1 SIXMILE CR AT HWY50,USGS-381440104234200,38.24444694,-104.3955245
SC02305432CBC,USGS-380004103291900,38.00111987,-103.4891077
SC01506621CCB,USGS-384331104473401,38.72527216,-104.7933062
SC02106121BBC,USGS-381234104141601,38.20930556,-104.2378333
SC01706505CBB2 EP-5,USGS-383549104414901,38.5969425,-104.6974733
"RUXTON CR AT IRON SPRING NR MANITOU SPGS, CO",USGS-385125104554201,38.85686111,-104.92825
"LA JUNTA SEWAGE EFFLUENT AT LA JUNTA, CO.",USGS-07123080,37.98945344,-103.5293872
SC01506613CDA,USGS-384422104435201,38.73944025,-104.7316387
SC02405504ADA,USGS-375927103335600,37.99084232,-103.5660553
SC02006206ACB  OBMW-02,USGS-382033104223201,38.3425007,-104.3760788
"HOLBROOK CANAL AT MILE 3.4, NEAR ROCKY FORD, CO.",USGS-07120200,38.11472901,-103.7874516
SC02006220DBC  TNTMW-02,USGS-381736104213001,38.29333482,-104.3588566
SC02006227DDA  ELMW-06,USGS-381637104184301,38.27694603,-104.3124669
SC01506614DAA1 U-13,USGS-384439104442101,38.74416235,-104.7396944
SC01506612ABA,USGS-384553104432901,38.76471775,-104.7252498
SC02305431CAC,USGS-380008103301400,38.00223102,-103.5043861
SC02006215DDA  ATMW-04,USGS-381825104184601,38.30694546,-104.3133
SC02006220BBD  TNTMW-01,USGS-381744104212801,38.295557,-104.358301
SC 15-63-25BBA FARMER,USGS-384321104235901,38.72249653,-104.4002427
SC02305414CCC,USGS-380230103260500,38.04167455,-103.4352163
SC01506624ABC2 U-16,USGS-384404104434102,38.73444035,-104.7285832
SC02305428DCB,USGS-380053103274400,38.01473064,-103.4627176
SC02006234BCB  LFMW-07,USGS-381611104194101,38.26972401,-104.3285784
SC02106403CBAB1 SCM-19,USGS-381455104325501,38.24861396,-104.5491392
SC01506603CAB2,USGS-384621104460901,38.7724946,-104.769695
SC02006206ACD  OBMW-05,USGS-382023104222301,38.33972296,-104.3735788
"CASEBOLT WETLAND AT FORT BENT NHS, CO",USGS-380209103260700,38.03583333,-103.4352778
SCO1406629ABB,USGS-384837104481001,38.81027107,-104.8033071
SC02006220DCA  TNTMW-07,USGS-381729104211701,38.29139039,-104.3552455
SC02106402CBBB1 SCM-08,USGS-381508104315801,38.252225,-104.5333054
SC02006206ABA  OBMW-09,USGS-382046104222401,38.34611174,-104.3738565
SC02105828DCB1,USGS-381116103541201,38.18783333,-103.9032778
SC02305414CAA,USGS-380253103253400,38.0480633,-103.4266047
SC02006233ACD  LFMW-10,USGS-381607104200901,38.26861295,-104.3363564
SC01606531DCB1 SC-1A,USGS-383631104423302,38.60860898,-104.7096956
SC02106401BCCC1 SCM-43,USGS-381456104305301,38.24889169,-104.5152493
SC02006212BCB  UNKMW-01,USGS-381941104173101,38.32805607,-104.2927439
SC02305414CCB,USGS-380238103260200,38.04389673,-103.4343829
SC02006227BAA  WS-04,USGS-381715104191701,38.28750143,-104.3219115
SC02006227CBA  DDMW-03,USGS-381649104193301,38.28027936,-104.326356
SC02106412ACBC1 SCM-37,USGS-381412104302201,38.23666968,-104.5066381
SC01606520DCA HRLC-08 USGS 383820104411401,USGS-383820104411401,38.63888638,-104.6877503
SC02006209CAA  ATMW-03,USGS-381928104202501,38.32444528,-104.3408005
SC02006220DCA  TNTMW-10,USGS-381728104212101,38.29111262,-104.3563566
"MONUMENT CR ABV W MONUMENT CR AT USAF ACADEMY, CO",USGS-385732104500301,38.95888152,-104.8347002
SC02305413AAA3,USGS-380319103235400,38.05528529,-103.3988258
SC02006215BCA  WHOW-09,USGS-381848104194000,38.31333431,-104.3283003
SCO1406619DAB,USGS-384858104485501,38.81610401,-104.8158074
SC01906232AAA  WHOW-03,USGS-382138104210100,38.36055579,-104.3508004
"PURGATOIRE RIVER AT NINEMILE DAM, NR HIGBEE, CO.",USGS-07126500,37.71473513,-103.5110538
SC02006233ADB  LFMW-01,USGS-381614104200201,38.27055735,-104.3344118
SC02205133DDD,USGS-380507103073600,38.08538889,-103.1271944
SC02006231DCD  EBMW-02,USGS-381723104165101,38.28972343,-104.281355
"ROCKY FORD CANAL AT MILE 1.2, NR MANZANOLA, CO.",USGS-07120300,38.10028473,-103.8052302
SC02006219CBD  CAMW-01,USGS-381734104225101,38.29277937,-104.3813571
SC02006227CBB  DDMW-02,USGS-381650104194601,38.28055715,-104.3299672
SC01606532AAC HRLC-03,USGS-383704104410900,38.61777556,-104.6863616
"YOUNG HOLLOW BELOW FORT CARSON NEAR WIGWAM, CO",USGS-383130104424201,38.52497222,-104.7118056
SCO1406629DAB,USGS-384811104474701,38.80304907,-104.796918
ARKANSAS RIVER AT HWY 209 NEAR AVONDALE,USGS-381359104154101,38.23305556,-104.2613889
DAY POND AT FORT BENT NHS NR HADLEY CO,USGS-380214103260200,38.03722222,-103.4338889
SC02006219DDD  TNTMW-05,USGS-381725104220301,38.29027936,-104.3680235
LAS ANIMAS CONSOL DI AT MI 1.3 NR LAS ANIMAS CO.,USGS-07123320,38.05695165,-103.3338232
SC01506624DAB2 U-18,USGS-384348104432301,38.729996,-104.7235831
SC02006220DCD  TNTMW-08,USGS-381726104211801,38.29055707,-104.3555232
LFMW-13,USGS-381604104194001,38.2677796,-104.3283006
SC02405501BBC,USGS-375941103313400,37.99473114,-103.5266093
SC01306301CCC,USGS-385624104241501,38.93999289,-104.4046882
SC01506611BCB,USGS-384543104451801,38.76193966,-104.755528
"W MONUMENT CR NR COTTONWOOD DR AT USAF ACADEMY, CO",USGS-385800104513101,38.96673889,-104.8586333
SC02006234BBB  LFMW-06,USGS-381626104194501,38.2738906,-104.3296895
SC02006227CAD  DDMW-06,USGS-381648104192001,38.28000157,-104.3227449
SC02006225BDD  OSHW-02,USGS-381657104171001,38.28250137,-104.286633
SC01506519BAD1 NONUM-2,USGS-384408104424701,38.73555154,-104.7135829
SC01706505BBD EP-2,USGS-383610104414401,38.60277575,-104.6960843
SC02305413CDC,USGS-380229103243900,38.04139667,-103.4113264
FORT LYON STORAGE CA AT MI 1.7 NR ROCKY FORD CO.,USGS-07120400,38.11389573,-103.7782846
"ST CHARLES RIVER AT 27TH LANE NR PUEBLO, CO",USGS-381240104315901,38.21111111,-104.5330556
SC02106403ABCC1 SCM-15,USGS-381509104323101,38.25250278,-104.5424723
SC02305429DBA,USGS-380104103283500,38.01778622,-103.4768848
SC02006234BCC  LFMW-13,USGS-381604104191101,38.26777957,-104.3202449
SC01206631DAA AT102-MW001S,USGS-385801104485101,38.96694444,-104.8141667
SC02006227BAA  WS-01,USGS-381718104192301,38.28833475,-104.3235781
SC02106409DBAA1 SCM-61,USGS-381403104332301,38.23416979,-104.5569174
SC02006227CCB  DDMW-04,USGS-381637104194601,38.2769461,-104.3299673
SC02006221CDC  WHOW-23,USGS-381722104203200,38.28944593,-104.3427452
"Pueblo Reservoir, Pueblo County, CO, USA",NALMS-F169353,38.265,-104.778
"Adobe Creek Reservoir, Bent County, CO, USA",NALMS-F195347,38.262,-103.246
"Monument Lake, El Paso County, CO, USA",NALMS-F193245,39.09,-104.88
SC02006233ABD  LFMW-02,USGS-381615104200801,38.27083513,-104.3360785
SC02106414BCCB1 SCM-42,USGS-381317104315901,38.22139221,-104.5335835
SC01506611ACD1 U-10,USGS-384540104443801,38.76110656,-104.7444168
SC02006233ABB  LFMW-05,USGS-381625104201301,38.27361286,-104.3374674
SC01306322ADB,USGS-385424104254001,38.90666111,-104.4283
SC02006206ABC  OBMW-01,USGS-382038104223201,38.34388957,-104.3760788
"DRAIN TO FOUNTAIN CR BLW 8TH ST AT COLO SPGS, CO",USGS-384947104501901,38.82971446,-104.8391413
"FOUNTAIN CR AT SCHRYVER PARK AT MANITOU SPGS, CO",USGS-385127104535201,38.85747222,-104.8977028
SC02006228ACA  WHOW-24,USGS-381705104200900,38.28472376,-104.3363562
SCO1506604AAB TH-49,USGS-384651104464701,38.78082751,-104.7802507
"FOUNTAIN CR 0.2 MI BLW CASCADE CR AT CASCADE, CO",USGS-385340104581001,38.89454167,-104.969575
SC02106402DBCB1 SCM-31,USGS-381501104312501,38.25028057,-104.5241385
SC01406619DDA1,USGS-384851104484901,38.81415962,-104.8141406
SC02305421BCD,USGS-380203103280800,38.03417482,-103.4693844
SC02305429BCC,USGS-380110103292000,38.01945292,-103.4893853
SC02006206DCB  OBMW-10,USGS-381954104222401,38.33166755,-104.3738566
SC02006220CAD  TNTMW-04,USGS-381734104213101,38.29277927,-104.3591344
SC02006207ABA  OBMW-13,USGS-381955104222301,38.33166755,-104.3738566
SC02305421DBD,USGS-380154103273200,38.03167481,-103.459384
SC02006211CBA  SPRING,USGS-381927104183201,38.32416734,-104.3094109
SC01306318AD,USGS-385515104290201,38.92078889,-104.48375
SC01906231DAB  ODMW-03,USGS-382107104221601,38.35194496,-104.3716342
SC01406301ADB,USGS-385148104233101,38.86362222,-104.3919111
SC01406205BBB,USGS-385203104220901,38.86749391,-104.3696868
SC02006228BAC1 WHOW-41,USGS-381726104203300,38.29055702,-104.343023
SC02006217DCD  ATMW-05,USGS-381818104212001,38.30500126,-104.3560787
SC02006727ABB  WS-06,USGS-381718104191301,38.28833474,-104.3208003
SC02305430ACD,USGS-380109103294700,38.01917518,-103.4968856
SC02305413BAA2 USGS 380218103243300,USGS-380218103243300,38.03834115,-103.4096597
"CLOVER DITCH TRIB AT HWY 115, AT FT. CARSON, CO",USGS-07105810,38.75193754,-104.8119169
"WEST MONUMENT CR AT THE MOUTH AT USAF ACADEMY, CO",USGS-385729104500401,38.95804818,-104.834978
SC01506603CAA,USGS-384619104460201,38.77193912,-104.7677505
SC02504416ACA,USGS-375236102214301,37.87667657,-102.3624117
SC01506518DBA,USGS-384437104422601,38.74360701,-104.7077493
SC02106404DABB1 SCM-53,USGS-381454104331801,38.2483362,-104.5555283
SC02106404DDBB1 SCM-06,USGS-381442104332101,38.24500293,-104.5563617
SC02006228ADD  DDMW-01,USGS-381659104195001,38.2830571,-104.3310783
SC02106410DBCD1 SCM-35,USGS-381352104322501,38.23111427,-104.5408059
SC02106414AAAB1 SCM-45,USGS-381337104310001,38.22694765,-104.5171941
HANNA RANCH SLUDGE DISPOSAL RETENTION POND,USGS-383619104414601,38.60527572,-104.6966398
SC02006206DBC  OBMW-11,USGS-382003104223201,38.33416751,-104.3760789
"WOMACK DITCH NEAR FORT CARSON, CO.",USGS-07105924,38.68110465,-104.8560855
SC01306209BBB,USGS-385622104205601,38.93943687,-104.3494091
SC02006216BDA  WHOW-10,USGS-381849104202200,38.31361214,-104.3399672
SC02106434CDC1,USGS-381534104324401,38.25944713,-104.5460835
SC02006228ABA  WHOW-43,USGS-381718104201100,38.28833481,-104.3369118
SC02106410BBCB1 SCM-60,USGS-381423104330301,38.23972524,-104.5513616
SC02106405DAAC1 SCM-26,USGS-381453104341701,38.24805845,-104.5719177
"FORT LYON CANAL NEAR BIG BEND, CO",USGS-07122350,38.25806304,-102.7788079
SC02305535CAC2,USGS-380004103322200,38.00111994,-103.5399431
TIMPAS CREEK AT CNTY RD Cc NEAR SWINK,USGS-380040103384601,38.01111111,-103.6461111
SC02006218CCC  WELLHOUSE,USGS-381816104180201,38.30444545,-104.3010776
SC02305413CCC,USGS-380229103250000,38.04139669,-103.41716
SC02006227ABB  WS-05,USGS-381715104191401,38.28750142,-104.3210781
"WEST MONUMENT CREEK NEAR PIKEVIEW, CO.",USGS-07103900,38.97138103,-104.8994246
SC02305536BCC,USGS-380017103313400,38.00473099,-103.5266092
SC02006204BBD  WHOW-04,USGS-382037104204900,38.34361163,-104.3474671
SC02405502BBD,USGS-375940103323000,37.99445337,-103.5421654
SC02006202ACC  WMW-A,USGS-382028104181001,38.34111143,-104.3032995
SC02106403DBCD1 SCM-57,USGS-381444104322701,38.24555845,-104.5413613
SC02106404AABD1 SCM-18,USGS-381517104331501,38.25472499,-104.5546949
SC01206230BDB GUTHRIE,USGS-385840104224901,38.97776977,-104.380799
M-36 ARK RIV AT DEVINE,USGS-381600104272801,38.26666902,-104.4583034
"MERRIAMS ROCK CREEK DITCH AT FT. CARSON, CO",USGS-384037104472001,38.67694002,-104.7894182
SC02006233ADC  LFMW-09,USGS-381603104195901,38.26750185,-104.3335785
SC02006232ABD TNTMW-30,USGS-381634104211601,38.27611289,-104.3549678
SC02006227DDA  ELMW-05,USGS-381640104184301,38.27777935,-104.3124669
SC02006234BCD  LFMW-16,USGS-381602104193701,38.26722405,-104.3269117
SC02106403DDCC1 SCM-02,USGS-381430104321501,38.24166963,-104.5380279
SC01506603DCA1,USGS-384611104454601,38.76971708,-104.763306
LITTLE TURKEY RESERVOIR,USGS-383554104511301,38.59832953,-104.8541431
"TWO BUTTE CREEK NEAR HOLLY, CO.",USGS-07135000,38.02778884,-102.1390744
SC01906234AAB  WHOW-01,USGS-382138104190500,38.36055559,-104.3185775
"FORT LYON CANAL NEAR CASA, CO",USGS-07122060,38.0355637,-103.4721622
