Org_Identifier,Org_FormalName,ProviderName,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,Location_SourceMapScale,Location_HorzAccuracyMeasure,Location_HorzAccuracyMeasureUnit,Location_HorzCollectionMethod,Location_VerticalMeasure,Location_VerticalMeasureUnit,Location_VerticalAccuracyMeasure,Location_VerticalAccuracyMeasureUnit,Location_VertCollectionMethod,Location_VertCoordReferenceSystemDatum,Location_WellType,Location_AquiferType,Location_NationalAquifer,Location_LocalAquiferCode,Location_LocalAquiferCodeContext,Location_LocalAquifer,Location_LocalAquiferDescription,Location_AquiferFormationType,Location_WellHoleDepthMeasure,Location_WellHoleDepthUnit,Location_WellContructionDate,Location_WellDepthMeasure,Location_WellDepthMeasureUnit,Location_DrainageAreaMeasure,Location_DrainageAreaMeasureUnit,Location_ContributingDrainageAreaMeasure,Location_ContributingDrainageAreaMeasureUnit,AlternateLocation_IdentifierA,AlternateLocation_IdentifierContextA,AlternateLocation_IdentifierB,AlternateLocation_IdentifierContextB,AlternateLocation_IdentifierC,AlternateLocation_IdentifierContextC
USGS,U.S. Geological Survey,USGS,USGS-07097000,"ARKANSAS RIVER AT PORTLAND, CO.",Stream,,Colorado,United States of America,Fremont County,US,CO,,11020002,110200020603,,,38.3883341793617,-105.016096124015,NAD83,38.3883341793617,-105.016096124015,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099050,"BEAVER CR ABV UPPER BEAVER CEMETERY NR PENROSE, CO",Stream,,Colorado,United States of America,Fremont County,US,CO,,11020002,110200020506,,,38.5616622818747,-105.021925691378,NAD83,38.5616622818747,-105.021925691378,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099060,"BEAVER CREEK ABOVE HIGHWAY 115 NEAR PENROSE, CO",Stream,,Colorado,United States of America,Fremont County,US,CO,,11020002,110200020506,,,38.4891658179933,-104.997483163205,NAD83,38.4891658179933,-104.997483163205,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099080,"RED CREEK BELOW SULLIVAN PARK AT FORT CARSON, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200020505,,,38.4997222222222,-104.913333333333,NAD83,38.4997222222222,-104.913333333333,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099100,"BEAVER CREEK NEAR PORTLAND, CO.",Stream,,Colorado,United States of America,Fremont County,US,CO,,11020002,110200020507,,,38.3741679281553,-104.964150386422,NAD83,38.3741679281553,-104.964150386422,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099200,"ARKANSAS RIVER NEAR PORTLAND, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200020603,,,38.33722178342077,-104.93889055039602,NAD83,38.33722178342077,-104.93889055039602,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099215,"TURKEY CREEK NEAR FOUNTAIN, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020002,110200020701,,,38.6116616775182,-104.894699017296,NAD83,38.6116616775182,-104.894699017296,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099230,"TURKEY CREEK AB TELLER RES NEAR STONE CITY, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200020703,,,38.4649998912205,-104.827200852622,NAD83,38.4649998912205,-104.827200852622,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099990,"FOUNTAIN CREEK AT GREEN MOUNTAIN FALLS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030201,,,38.9388794445211,-105.015815289935,NAD83,38.9388794445211,-105.015815289935,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099233,"TELLER RESERVOIR NEAR STONE CITY, CO.","Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200020703,,,38.4425,-104.825833333333,NAD83,38.4425,-104.825833333333,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103700,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030204,,,38.8547135731108,-104.878031437746,NAD83,38.8547135731108,-104.878031437746,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103703,"CAMP CREEK AT GARDEN OF THE GODS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030204,,,38.8769360910766,-104.87275426303,NAD83,38.8769360910766,-104.87275426303,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099400,"ARKANSAS RIVER ABOVE PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200020905,,,38.2716694112811,-104.71803303303,NAD83,38.2716694112811,-104.71803303303,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099969,"ARKANSAS R. AT ST CHARLES MESA DIVER. AT PUEBLO,CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200020905,,,38.2536139630922,-104.606085372154,NAD83,38.2536139630922,-104.606085372154,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07099235,"TURKEY CREEK NR STONE CITY, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200020703,,,38.4322226149113,-104.833312512885,NAD83,38.4322226149113,-104.833312512885,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103707,"FOUNTAIN CREEK BL 8TH ST., AT COLO. SPRINGS, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030204,,,38.8294366668809,-104.839696867504,NAD83,38.8294366668809,-104.839696867504,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103740,"NORTH MONUMENT CRK AT SPRING ST AT PALMER LAKE, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030102,,,39.1155472324704,-104.912481585332,NAD83,39.1155472324704,-104.912481585332,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103747,"MONUMENT CREEK AT PALMER LAKE, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030102,,,39.1025555555556,-104.892277777778,NAD83,39.1025555555556,-104.892277777778,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103780,"MONUMENT C AB N.GATE BLVD AT USAF ACADEMY, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030105,,,39.0310277777778,-104.846611111111,NAD83,39.0310277777778,-104.846611111111,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103785,"DEADMANS CR ABV DEADMANS LAKE AT USAF ACADEMY, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030105,,,39.0241666666667,-104.900833333333,NAD83,39.0241666666667,-104.900833333333,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103960,"KETTLE CREEK ABOVE USAF ACADEMY, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030104,,,38.9761111111111,-104.798611111111,NAD83,38.9761111111111,-104.798611111111,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103970,"MONUMENT CR ABV WOODMEN RD AT COLORADO SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030107,,,38.9338817003109,-104.81719915064,NAD83,38.9338817003109,-104.81719915064,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103977,"COTTONWOOD CR AT COWPOKE RD. AT COLO SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030106,,,38.9511046391374,-104.713585709961,NAD83,38.9511046391374,-104.713585709961,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103900,"WEST MONUMENT CREEK NEAR PIKEVIEW, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030103,,,38.9713810288609,-104.899424553769,NAD83,38.9713810288609,-104.899424553769,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103980,"COTTONWOOD CREEK AT WOODMEN RD NR COLO SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030106,,,38.9394380915741,-104.741086308873,NAD83,38.9394380915741,-104.741086308873,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103987,"COTTONWOOD CK AT UNION BLVD, AT COLO SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030106,,,38.9303611111111,-104.77615,NAD83,38.9303611111111,-104.77615,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07104905,"MONUMENT CREEK AT BIJOU ST. AT COLO. SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030107,,,38.8372147442769,-104.829419169659,NAD83,38.8372147442769,-104.829419169659,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105000,"BEAR CREEK NEAR COLORADO SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030303,,,38.8224907781928,-104.888586104042,NAD83,38.8224907781928,-104.888586104042,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105490,"CHEYENNE CREEK AT EVANS AVE AT COLORADO SPRINGS,CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030301,,,38.7905468466004,-104.86414044597,NAD83,38.7905468466004,-104.86414044597,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103797,"WEST MONUMENT CREEK BELOW RAMPART RESERVOIR, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030103,,,38.9749917621882,-104.955537355531,NAD83,38.9749917621882,-104.955537355531,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103800,"WEST MONUMENT CREEK AT U.S. AIR FORCE ACADEMY, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030103,,,38.9705476591716,-104.902757950707,NAD83,38.9705476591716,-104.902757950707,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103930,"WEST MONUMENT CR AT MOUTH AT USAF ACADEMY, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030105,,,38.9588888888889,-104.835555555556,NAD83,38.9588888888889,-104.835555555556,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103985,"COTTONWOOD CR TRIB AB RANGEWOOD DR AT CO SPRGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030106,,,38.929160414354,-104.747197419924,NAD83,38.929160414354,-104.747197419924,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07103990,"COTTONWOOD CREEK AT MOUTH AT PIKEVIEW, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030106,,,38.9272222222222,-104.814166666667,NAD83,38.9272222222222,-104.814166666667,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07104000,"MONUMENT CREEK AT PIKEVIEW, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030107,,,38.9177705744193,-104.818587676677,NAD83,38.9177705744193,-104.818587676677,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07104050,"N. ROCKRIMMON CR ABV DELMONICO DR. AT CO SPRGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030107,,,38.9155482377838,-104.825809998411,NAD83,38.9155482377838,-104.825809998411,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105500,"FOUNTAIN CREEK AT COLORADO SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030303,,,38.8163815837374,-104.822751898263,NAD83,38.8163815837374,-104.822751898263,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105530,"FOUNTAIN CR BLW JANITELL RD BLW COLO. SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030303,,,38.803049105441,-104.795806884446,NAD83,38.803049105441,-104.795806884446,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105533,"FOUNTAIN CR AT CIRCLE DR BEL COLORADO SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030303,,,38.796938352458,-104.785528889268,NAD83,38.796938352458,-104.785528889268,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105600,"SAND CREEK ABOVE MOUTH AT COLORADO SPRINGS, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030302,,,38.7883276805547,-104.773861960116,NAD83,38.7883276805547,-104.773861960116,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105780,"B DITCH DRAIN NEAR SECURITY, CO.",Ditch,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030305,,,38.752495028716,-104.762472335609,NAD83,38.752495028716,-104.762472335609,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105800,"FOUNTAIN CREEK AT SECURITY, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030305,,,38.7294403951358,-104.733861131034,NAD83,38.7294403951358,-104.733861131034,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105810,"CLOVER DITCH TRIB AT HWY 115, AT FT. CARSON, CO",Ditch,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030305,,,38.7519375403726,-104.811916920628,NAD83,38.7519375403726,-104.811916920628,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105900,"JIMMY CAMP CREEK AT FOUNTAIN, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030304,,,38.6844412958662,-104.688583042915,NAD83,38.6844412958662,-104.688583042915,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105905,"FOUNTAIN C AB L FOUNTAIN CR, BL FOUNTAIN, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030308,,,38.6305531778521,-104.681083563092,NAD83,38.6305531778521,-104.681083563092,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105920,"L FOUNTAIN C AB KEATON RE, NR FORT CARSON, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030307,,,38.6816601151293,-104.858585464242,NAD83,38.6816601151293,-104.858585464242,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105924,"WOMACK DITCH NEAR FORT CARSON, CO.",Ditch,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030307,,,38.6811046504517,-104.856085454318,NAD83,38.6811046504517,-104.856085454318,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105928,"LITTLE FOUNTAIN CREEK NEAR FORT CARSON, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030307,,,38.6802714405365,-104.852752109688,NAD83,38.6802714405365,-104.852752109688,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105940,"LITTLE FOUNTAIN CREEK NEAR FOUNTAIN, CO",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030307,,,38.64265,-104.748383333333,NAD83,38.64265,-104.748383333333,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003,110200030407,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07105950,"ROCK CREEK NEAR FORT CARSON, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030306,,,38.6969383677318,-104.828029257869,NAD83,38.6969383677318,-104.828029257869,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07106000,"FOUNTAIN CREEK NEAR FOUNTAIN, CO.",Stream,,Colorado,United States of America,El Paso County,US,CO,,11020003,110200030402,,,38.601664702813,-104.670250328425,NAD83,38.601664702813,-104.670250328425,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07106300,"FOUNTAIN CREEK NEAR PINON, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003,110200030406,,,38.4294444444444,-104.598055555556,NAD83,38.4294444444444,-104.598055555556,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07107900,"GREENHORN CREEK NEAR RYE, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200021002,,,37.9205638609819,-104.95637828252,NAD83,37.9205638609819,-104.95637828252,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07108100,"GRANEROS CREEK NEAR RYE, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200021001,,,37.9130640129786,-104.925821805993,NAD83,37.9130640129786,-104.925821805993,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07108900,"ST. CHARLES RIVER AT VINELAND, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200021201,,,38.245558348539,-104.486359722503,NAD83,38.245558348539,-104.486359722503,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07109000,"ST. CHARLES RIVER AT MOUTH, NEAR PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200021201,,,38.261669133854,-104.468025854834,NAD83,38.261669133854,-104.468025854834,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07109500,"ARKANSAS RIVER NEAR AVONDALE, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200021204,,,38.2480579948478,-104.399135623992,NAD83,38.2480579948478,-104.399135623992,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07110000,"SIXMILE CREEK NEAR AVONDALE, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002,110200021203,,,38.2463913411782,-104.3938577517,NAD83,38.2463913411782,-104.3938577517,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07110400,"CHICO CR NEAR PUEBLO CHEMICAL DEPOT, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020004,110200040309,,,38.3611115604337,-104.388023364909,NAD83,38.3611115604337,-104.388023364909,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07116500,"HUERFANO RIVER NEAR BOONE, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020006,110200060907,,,38.2250024114561,-104.260799583907,NAD83,38.2250024114561,-104.260799583907,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07117000,"ARKANSAS RIVER NEAR NEPESTA, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020005,110200050306,,,38.1841702754781,-104.173297430824,NAD83,38.1841702754781,-104.173297430824,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07117500,"ARKANSAS RIVER AT NEPESTA, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020005,110200050306,,,38.178892781661,-104.139129783136,NAD83,38.178892781661,-104.139129783136,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07117600,"CHICOSA CREEK NEAR FOWLER, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020005,110200050305,,,38.1491714285079,-104.080239400245,NAD83,38.1491714285079,-104.080239400245,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07119705,"CATLIN CANAL AT MILE 0.1, NEAR FOWLER, CO.",Canal,,Colorado,United States of America,Otero County,US,CO,,11020005,110200050701,,,38.1247281048124,-103.9424572934,NAD83,38.1247281048124,-103.9424572934,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07120200,"HOLBROOK CANAL AT MILE 3.4, NEAR ROCKY FORD, CO.",Canal,,Colorado,United States of America,Otero County,US,CO,,11020005,110200050704,,,38.1147290086346,-103.787451647628,NAD83,38.1147290086346,-103.787451647628,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07120300,"ROCKY FORD CANAL AT MILE 1.2, NR MANZANOLA, CO.",Canal,,Colorado,United States of America,Crowley County,US,CO,,11020005,110200050704,,,38.1002847321103,-103.805230223598,NAD83,38.1002847321103,-103.805230223598,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07120400,FORT LYON STORAGE CA AT MI 1.7 NR ROCKY FORD CO.,Stream,,Colorado,United States of America,Crowley County,US,CO,,11020005,110200050407,,,38.1138957325748,-103.778284649498,NAD83,38.1138957325748,-103.778284649498,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07120480,"LAKE MEREDITH OUTLET AT HWY 71 NR ORDWAY, CO","Lake, Reservoir, Impoundment",,Colorado,United States of America,Crowley County,US,CO,,11020005,110200050406,,,38.1994444444444,-103.710555555556,NAD83,38.1994444444444,-103.710555555556,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07119500,"APISHAPA RIVER NEAR FOWLER, CO",Stream,,Colorado,United States of America,Otero County,US,CO,,11020007,110200070406,,,38.1085,-103.967611111111,NAD83,38.1085,-103.967611111111,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07119700,"ARKANSAS RIVER AT CATLIN DAM, NEAR FOWLER, CO.",Stream,,Colorado,United States of America,Otero County,US,CO,,11020005,110200050701,,,38.12583934021,-103.911900595139,NAD83,38.12583934021,-103.911900595139,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07122005,"FORT LYON CANAL NEAR LA JUNTA, CO.",Canal,,Colorado,United States of America,Otero County,US,CO,,11020005,110200050904,,,38.0083420619077,-103.575499962362,NAD83,38.0083420619077,-103.575499962362,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07122060,"FORT LYON CANAL NEAR CASA, CO",Canal,,Colorado,United States of America,Otero County,US,CO,,11020005,110200050905,,,38.0355636983698,-103.472162222684,NAD83,38.0355636983698,-103.472162222684,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07120500,"ARKANSAS RIVER NEAR ROCKY FORD, CO.",Stream,,Colorado,United States of America,Otero County,US,CO,,11020005,110200050705,,,38.065285585145,-103.686059293693,NAD83,38.065285585145,-103.686059293693,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07121500,"TIMPAS CREEK AT MOUTH NEAR SWINK, CO.",Stream,,Colorado,United States of America,Otero County,US,CO,,11020005,110200050611,,,38.0030643988711,-103.656058752804,NAD83,38.0030643988711,-103.656058752804,NAD83,,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
USGS,U.S. Geological Survey,USGS,USGS-07122350,"FORT LYON CANAL NEAR BIG BEND, CO",Canal,,Colorado,United States of America,Bent County,US,CO,,11020009,110200091401,,,38.2580630406905,-102.778807883695,NAD83,38.2580630406905,-102.778807883695,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,
