Beta_Location_Name,Beta_Location_Identifier,Beta_Lat,Beta_Long,Old_MonitoringLocationName,Old_MonitoringLocationIdentifier,Old_Lat,Old_Long,Distance_Degrees,Distance_Meters,Names_Match,IDs_Match
ST. CHARLES RIVER AT DRIVEWAY CROSSING,21COL001_WQX-7289A,38.19162831,-104.5712021,ST. CHARLES RIVER AT DRIVEWAY CROSSING,21COL001_WQX-7289A,38.191632,-104.571203,3.7981706128750617e-06,0.42159693802913184,True,True
ST. CHARLES RIVER XCEL DISCHARGE,21COL001_WQX-7289B,38.19162331,-104.5708011,ST. CHARLES RIVER XCEL DISCHARGE,21COL001_WQX-7289B,38.191627,-104.570802,3.7981706128750617e-06,0.42159693802913184,True,True
ERMS Domestic WWTF Discharge,21COL001_WQX-CO0000621-AUX,38.24333526,-104.5966493,ERMS Domestic WWTF Discharge,21COL001_WQX-CO0000621-AUX,38.243339,-104.59665,3.8049441490835252e-06,0.4223488005482713,True,True
LAKE MINNEQUA,21COL001_WQX-CPW-159,38.23183724,-104.6281814,LAKE MINNEQUA,21COL001_WQX-CPW-159,38.231841,-104.628182,3.8075714088182917e-06,0.42264042637883037,True,True
CO0040690 Las Animas WWTF Effluent,21COL001_WQX-CO0040690-EFF,38.0802747,-103.2077761,CO0040690 Las Animas WWTF Effluent,21COL001_WQX-CO0040690-EFF,38.080278,-103.207778,3.807886556006606e-06,0.4226754077167333,True,True
Lower (Santa Fe),PACOG_WQX-Lower (Santa Fe),38.24575532,-104.489433,Lower (Santa Fe),PACOG_WQX-Lower (Santa Fe),38.245759,-104.489434,3.8134498799946534e-06,0.42329293667940654,True,True
"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_UPSTRM_23RWRUNFLOUT",21COL001_WQX-CO0026646-AUX1,38.25362625,-104.5958193,"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_UPSTRM_23RWRUNFLOUT",21COL001_WQX-CO0026646-AUX1,38.25363,-104.59582,3.814773909917426e-06,0.4234399040008343,True,True
ARKANSAS R ABV RUNYON LAKE @ MOFFAT ST,21COL001_WQX-7298,38.25398424,-104.6052813,ARKANSAS R ABV RUNYON LAKE @ MOFFAT ST,21COL001_WQX-7298,38.253988,-104.605282,3.824604553409609e-06,0.42453110542846656,True,True
"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_UPSTRM_24RWMOFFAT",21COL001_WQX-CO0026646-U/S,38.25360724,-104.6055553,"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_UPSTRM_24RWMOFFAT",21COL001_WQX-CO0026646-U/S,38.253611,-104.605556,3.824604553409609e-06,0.42453110542846656,True,True
"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_UPSTRM_28RWFTNCO",21COL001_WQX-CO0026646-AUX2,38.25532924,-104.5905823,"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_UPSTRM_28RWFTNCO",21COL001_WQX-CO0026646-AUX2,38.255333,-104.590583,3.824604553409609e-06,0.42453110542846656,True,True
EVRAZ RockyMountain Steel Mills Effluent,21COL001_WQX-CO0000621-EFF,38.25676326,-104.5616552,EVRAZ RockyMountain Steel Mills Effluent,21COL001_WQX-CO0000621-EFF,38.256767,-104.561656,3.82460455753397e-06,0.42453110588627063,True,True
MONUMENT CK BLW MESA RD,21COL001_WQX-7401,38.84522868,-104.8284811,MONUMENT CK BLW MESA RD,21COL001_WQX-7401,38.845232,-104.828483,3.825232023619646e-06,0.4246007546217807,True,True
NORTH ST. CHARLES RIVER,NARS_WQX-WCOP01-0833,38.06800628,-104.9453991,NORTH ST. CHARLES RIVER,NARS_WQX-WCOP01-0833,38.06801,-104.9454,3.8273228271158534e-06,0.42483283380985976,True,True
"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_70EFF",21COL001_WQX-CO0026646-EFF,38.25595225,-104.5760822,"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_70EFF",21COL001_WQX-CO0026646-EFF,38.255956,-104.576083,3.8343839106827504e-06,0.42561661408578527,True,True
"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_DWNSTRM_23RWCS10",21COL001_WQX-CO0026646-D/S,38.25992125,-104.5578882,"CITYPUEBLO_WWD, station:CITYPUEBLO_WWD_DWNSTRM_23RWCS10",21COL001_WQX-CO0026646-D/S,38.259925,-104.557889,3.834383920596738e-06,0.42561661518623795,True,True
ST. CHARLES RIVER AT LIME RD,21COL001_WQX-7288,38.14929629,-104.617067,ST. CHARLES RIVER AT LIME RD,21COL001_WQX-7288,38.1493,-104.617068,3.842408092962542e-06,0.42650729831884215,True,True
ARKANSAS R. ABV. ST. CHARLES R. @ HWY 233,21COL001_WQX-7505,38.25849629,-104.497332,ARKANSAS R. ABV. ST. CHARLES R. @ HWY 233,21COL001_WQX-7505,38.2585,-104.497333,3.842408099823119e-06,0.4265072990803662,True,True
SALT CREEK,NARS_WQX-WCOP01-0734,38.16079624,-104.6780992,SALT CREEK,NARS_WQX-WCOP01-0734,38.1608,-104.6781,3.844164406041652e-06,0.4267022490706234,True,True
ARKANSAS RIVER AT LAS ANIMAS,21COL001_WQX-000003,38.08213365,-103.2199321,ARKANSAS RIVER AT LAS ANIMAS,21COL001_WQX-000003,38.082137,-103.219934,3.851298482827734e-06,0.4274941315938785,True,True
ARKANSAS R. ABV PURGATOIRE @ HWY 50,21COL001_WQX-7535,38.08213365,-103.2199321,ARKANSAS R. ABV PURGATOIRE @ HWY 50,21COL001_WQX-7535,38.082137,-103.219934,3.851298482827734e-06,0.4274941315938785,True,True
Arkansas R at Hwy 50 Bridge N of Las Animas,21COL001_WQX-CO0021261-D/S,38.08202865,-103.2199161,Arkansas R at Hwy 50 Bridge N of Las Animas,21COL001_WQX-CO0021261-D/S,38.082032,-103.219918,3.851298482827734e-06,0.4274941315938785,True,True
ARKANSAS RIVER AT LAS ANIMAS,21COL001_WQX-000003,38.08213365,-103.2199321,ARKANSAS R. ABV PURGATOIRE @ HWY 50,21COL001_WQX-7535,38.082137,-103.219934,3.851298482827734e-06,0.4274941315938785,False,False
ARKANSAS R. ABV PURGATOIRE @ HWY 50,21COL001_WQX-7535,38.08213365,-103.2199321,ARKANSAS RIVER AT LAS ANIMAS,21COL001_WQX-000003,38.082137,-103.219934,3.851298482827734e-06,0.4274941315938785,False,False
GREENHORN CREEK ABOVE GREENHORN HIGHLINE DIVERSION DAM,21COL001_WQX-7216,37.93035947,-104.8745894,GREENHORN CREEK ABOVE GREENHORN HIGHLINE DIVERSION DAM,21COL001_WQX-7216,37.930363,-104.874591,3.875680582063661e-06,0.4302005446090664,True,True
"COLOSU, Monument Creek station:COLOSU_JDPWWTF_DWNSTRM",21COL001_WQX-CO0046850-D/S,38.83721862,-104.8288871,"COLOSU, Monument Creek station:COLOSU_JDPWWTF_DWNSTRM",21COL001_WQX-CO0046850-D/S,38.837222,-104.828889,3.8774218203056504e-06,0.4303938220539272,True,True
GREENHORN CREEK AT RENO RD.,21COL001_WQX-7214,38.08469331,-104.6403838,GREENHORN CREEK AT RENO RD.,21COL001_WQX-7214,38.084697,-104.640385,3.880219065712131e-06,0.43070431629404654,True,True
COG589008 Arkansas Point WWTF Effluent,21COL001_WQX-COG589008-EFF,38.26335714,-104.7022776,COG589008 Arkansas Point WWTF Effluent,21COL001_WQX-COG589008-EFF,38.263361,-104.702278,3.880670052421984e-06,0.43075437581884024,True,True
PUEBLO RESERVOIR SITE 2 TOP,21COL001_WQX-7810B1,38.25816813,-104.7359517,PUEBLO RESERVOIR SITE 2 TOP,21COL001_WQX-7810B1,38.258172,-104.735952,3.881610490686619e-06,0.43085876446621474,True,True
FOUNTAIN CK. @ 4TH STREET BRIDGE,21COL001_WQX-7360,38.27090818,-104.6006342,FOUNTAIN CK. @ 4TH STREET BRIDGE,21COL001_WQX-7360,38.270912,-104.600635,3.902870740675581e-06,0.4332186522149895,True,True
GOLF COURSE WASH ABV PUEBLO RESERVOIR,21COL001_WQX-7228,38.28731912,-104.7692215,GOLF COURSE WASH ABV PUEBLO RESERVOIR,21COL001_WQX-7228,38.287323,-104.769222,3.912083844798789e-06,0.4342413067726656,True,True
ARKANSAS R. ABV. WILDHORSE CK.,21COL001_WQX-7292,38.27251915,-104.6370513,ARKANSAS R. ABV. WILDHORSE CK.,21COL001_WQX-7292,38.272523,-104.637052,3.913118959642359e-06,0.4343562045203018,True,True
WILDHORSE CK @ CONFL. W/ ARKANSAS R.,21COL001_WQX-7293,38.27301315,-104.6366743,WILDHORSE CK @ CONFL. W/ ARKANSAS R.,21COL001_WQX-7293,38.273017,-104.636675,3.913118966633175e-06,0.43435620529628244,True,True
GREENHORN CREEK AT PURGATOIRE WAY,21COL001_WQX-7215A,37.95176147,-104.8114883,GREENHORN CREEK AT PURGATOIRE WAY,21COL001_WQX-7215A,37.951765,-104.81149,3.918022466588109e-06,0.4349004937912801,True,True
MONUMENT CREEK AT MOUTH,21COL001_WQX-7380A,38.82877357,-104.8334861,MONUMENT CREEK AT MOUTH,21COL001_WQX-7380A,38.828777,-104.833488,3.921084033849169e-06,0.43524032775725774,True,True
BECKWITH RESERVOIR,21COL001_WQX-CPW-155,37.94652975,-104.8587451,BECKWITH RESERVOIR,21COL001_WQX-CPW-155,37.94653333,-104.8587467,3.921275302561827e-06,0.43526155858436283,True,True
MEADOWBROOK MHP WWTF Effluent,21COL001_WQX-COG591200-EFF,38.26929022,-104.4738909,COG588022 MEADOWBROOK MHP WWTF Effluent,21COL001_WQX-COG588022-EFF,38.269294,-104.473892,3.936800733280019e-06,0.4369848813940821,False,False
COG588022 MEADOWBROOK MHP WWTF Effluent,21COL001_WQX-COG588022-EFF,38.26929022,-104.4738909,MEADOWBROOK MHP WWTF Effluent,21COL001_WQX-COG591200-EFF,38.269294,-104.473892,3.936800733280019e-06,0.4369848813940821,False,False
COG588022 MEADOWBROOK MHP WWTF Effluent,21COL001_WQX-COG588022-EFF,38.26929022,-104.4738909,COG588022 MEADOWBROOK MHP WWTF Effluent,21COL001_WQX-COG588022-EFF,38.269294,-104.473892,3.936800733280019e-06,0.4369848813940821,True,True
MEADOWBROOK MHP WWTF Effluent,21COL001_WQX-COG591200-EFF,38.26929022,-104.4738909,MEADOWBROOK MHP WWTF Effluent,21COL001_WQX-COG591200-EFF,38.269294,-104.473892,3.936800733280019e-06,0.4369848813940821,True,True
Upper (Beulah),PACOG_WQX-Upper (Beulah),38.03110431,-104.9438007,Upper (Beulah),PACOG_WQX-Upper (Beulah),38.03110813,-104.9438018,3.975223262228635e-06,0.4412497821073785,True,True
WILDHORSE CK. @ 24TH ST. BRIDGE,21COL001_WQX-7294,38.29072408,-104.6457682,WILDHORSE CK. @ 24TH ST. BRIDGE,21COL001_WQX-7294,38.290728,-104.645769,4.0007999235489575e-06,0.44408879151393427,True,True
PURGATOIRE R. @ HWY 101,21COL001_WQX-7549,38.03450357,-103.2013339,PURGATOIRE R. @ HWY 101,21COL001_WQX-7549,38.034507,-103.201336,4.02180307955003e-06,0.44642014183005335,True,True
ARKANSAS R ABV AVONDALE BELOW SIXMILE CK,21COL001_WQX-7299,38.2490062,-104.3880366,ARKANSAS R ABV AVONDALE BELOW SIXMILE CK,21COL001_WQX-7299,38.24901,-104.388038,4.049691343758895e-06,0.44951573915723736,True,True
"No Name, No Name above Pesthouse",21COL001_WQX-CO0040789-D/S,38.31215701,-104.6725241,"No Name, No Name above Pesthouse",21COL001_WQX-CO0040789-D/S,38.312161,-104.672525,4.090244492297723e-06,0.4540171386450473,True,True
"Pesthouse above No-name, Pesthouse above No-name",21COL001_WQX-CO0040789-AUX1,38.30980701,-104.6719881,"Pesthouse above No-name, Pesthouse above No-name",21COL001_WQX-CO0040789-AUX1,38.309811,-104.671989,4.090244495424619e-06,0.4540171389921327,True,True
"CO0040789-001A, Discharge Point 001A for CO0040789",21COL001_WQX-CO0040789-EFF,38.314215,-104.6749131,"CO0040789-001A, Discharge Point 001A for CO0040789",21COL001_WQX-CO0040789-EFF,38.314219,-104.674914,4.100000004760526e-06,0.45510000052841837,True,True
UNNAMED CREEK AT S BIRCHWOOD DR IN PUEBLO WEST,21COL001_WQX-7228A,38.31741299,-104.6877811,UNNAMED CREEK AT S BIRCHWOOD DR IN PUEBLO WEST,21COL001_WQX-7228A,38.317417,-104.687782,4.109756682428876e-06,0.45618299174960525,True,True
"COLOSU, station:COLOSU_TCE_UPSTRM",21COL001_WQX-CO0026735-U/S,38.81638545,-104.8222199,"COLOSU, station:COLOSU_TCE_UPSTRM",21COL001_WQX-CO0026735-U/S,38.816389,-104.822222,4.124621198440427e-06,0.45783295302688737,True,True
ARKANSAS R AT AVONDALE,21COL001_WQX-7299A,38.24210715,-104.3493865,ARKANSAS R AT AVONDALE,21COL001_WQX-7299A,38.242111,-104.349388,4.1318881908975796e-06,0.4586395891896313,True,True
LAKE HENRY SITE 3 TOP,21COL001_WQX-7830C1,38.27091488,-103.6979334,LAKE HENRY SITE 3 TOP,21COL001_WQX-7830C1,38.270919,-103.697933,4.139371931944331e-06,0.4594702844458208,True,True
CHEYENNE CREEK AT MOUTH,21COL001_WQX-7307,38.81146341,-104.8243509,CHEYENNE CREEK AT MOUTH,21COL001_WQX-7307,38.811467,-104.824353,4.159098460431379e-06,0.46165992910788306,True,True
PROSPECT LAKE SITE 1 TOP (Colorado Springs),21COL001_WQX-7410A1,38.82522645,-104.7990448,PROSPECT LAKE SITE 1 TOP (Colorado Springs),21COL001_WQX-7410A1,38.82523,-104.799047,4.176421908128837e-06,0.4635828318023009,True,True
CO0021075 Avondale WSD Effluent,21COL001_WQX-CO0021075-EFF,38.24089613,-104.3369984,CO0021075 Avondale WSD Effluent,21COL001_WQX-CO0021075-EFF,38.2409,-104.337,4.187708205919589e-06,0.46483561085707437,True,True
CHICO CK. @ RD. 3,21COL001_WQX-7512,38.36088008,-104.3871975,CHICO CK. @ RD. 3,21COL001_WQX-7512,38.360884,-104.387199,4.197189532172754e-06,0.4658880380711757,True,True
LAKE HENRY SITE 5 TOP,21COL001_WQX-7830E1,38.26666247,-103.710556,LAKE HENRY SITE 5 TOP,21COL001_WQX-7830E1,38.26666667,-103.7105556,4.2190046203882325e-06,0.4683095128630938,True,True
LAKE HENRY SITE 1 TOP,21COL001_WQX-7830A1,38.25954577,-103.7043704,LAKE HENRY SITE 1 TOP,21COL001_WQX-7830A1,38.25955,-103.70437,4.248870433312146e-06,0.4716246180976482,True,True
LAKE HENRY SITE 1 TOP,21COL001_WQX-7830A1,38.25954577,-103.7043704,LAKE HENRY SITE 1 BOTTOM,21COL001_WQX-7830A2,38.25955,-103.70437,4.248870433312146e-06,0.4716246180976482,False,False
SAND CREEK AT US HWY 24,21COL001_WQX-7310A,38.83969647,-104.7280876,SAND CREEK AT US HWY 24,21COL001_WQX-7310A,38.8397,-104.72809,4.268594616908662e-06,0.4738140024768615,True,True
LAKE HENRY SITE 4 TOP,21COL001_WQX-7830D1,38.26221797,-103.7180561,LAKE HENRY SITE 4 TOP,21COL001_WQX-7830D1,38.26222222,-103.7180556,4.279310688408461e-06,0.47500348641333917,True,True
"COLOSU, station:COLOSU_TCE_EFF",21COL001_WQX-CO0026735-EFF,38.81221836,-104.8055537,"COLOSU, station:COLOSU_TCE_EFF",21COL001_WQX-CO0026735-EFF,38.812222,-104.805556,4.305763570899445e-06,0.4779397563698384,True,True
HORSE CREEK,NARS_WQX-WCOP01-0836,38.107496,-103.3660984,HORSE CREEK,NARS_WQX-WCOP01-0836,38.1075,-103.3661,4.308131851191731e-06,0.47820263548228215,True,True
LAKE HENRY SITE 2 UPPER,21COL001_WQX-7830B1,38.25432572,-103.7093205,LAKE HENRY SITE 2 UPPER,21COL001_WQX-7830B1,38.25433,-103.70932,4.309106641727447e-06,0.4783108372317466,True,True
HENRY LAKE,21COL001_WQX-CPW-055A,38.25431403,-103.7166422,HENRY LAKE,21COL001_WQX-CPW-055A,38.25431833,-103.7166417,4.3289721576877925e-06,0.480515909503345,True,True
LAKE MEREDITH SITE 1 TOP,21COL001_WQX-7829A1,38.21205566,-103.6744602,LAKE MEREDITH SITE 1 TOP,21COL001_WQX-7829A1,38.21206,-103.67446,4.344605854862841e-06,0.48225124988977536,True,True
LAKE MEREDITH SITE 1 LOWER,21COL001_WQX-7829A2,38.21205566,-103.6744602,LAKE MEREDITH SITE 1 LOWER,21COL001_WQX-7829A2,38.21206,-103.67446,4.344605854862841e-06,0.48225124988977536,True,True
LAKE MEREDITH SITE 1 TOP,21COL001_WQX-7829A1,38.21205566,-103.6744602,LAKE MEREDITH SITE 1 LOWER,21COL001_WQX-7829A2,38.21206,-103.67446,4.344605854862841e-06,0.48225124988977536,False,False
LAKE MEREDITH SITE 1 LOWER,21COL001_WQX-7829A2,38.21205566,-103.6744602,LAKE MEREDITH SITE 1 TOP,21COL001_WQX-7829A1,38.21206,-103.67446,4.344605854862841e-06,0.48225124988977536,False,False
HUERFANO R. @ HWY 50 NR. BOONE,21COL001_WQX-7611,38.22549502,-104.2615732,HUERFANO R. @ HWY 50 NR. BOONE,21COL001_WQX-7611,38.225499,-104.261575,4.368111719377793e-06,0.48486040085093507,True,True
Town of Boone WWTP Effluent,21COL001_WQX-COG589116-EFF,38.24899601,-104.2439982,Town of Boone WWTP Effluent,21COL001_WQX-COG589116-EFF,38.249,-104.244,4.377225154224594e-06,0.48587199211892995,True,True
Town of Boone WWTP Effluent,21COL001_WQX-COG591116-EFF,38.25027399,-104.2408312,Town of Boone WWTP Effluent,21COL001_WQX-COG591116-EFF,38.250278,-104.240833,4.3954635720274575e-06,0.48789645649504776,True,True
SPRING CREEK ABOVE GOLF COURSE,21COL001_WQX-7335,38.82885637,-104.7593275,SPRING CREEK ABOVE GOLF COURSE,21COL001_WQX-7335,38.82886,-104.75933,4.407595722548869e-06,0.48924312520292446,True,True
SPRING CREEK BELOW GOLF COURSE,21COL001_WQX-7336,38.80763829,-104.7952086,SPRING CREEK BELOW GOLF COURSE,21COL001_WQX-7336,38.807642,-104.795211,4.418608379211204e-06,0.49046553009244365,True,True
LAKE MEREDITH SITE 2 UPPER,21COL001_WQX-7829B1,38.20054557,-103.6938802,LAKE MEREDITH SITE 2 UPPER,21COL001_WQX-7829B1,38.20055,-103.69388,4.4345123717118445e-06,0.49223087326001475,True,True
LAKE MEREDITH SITE 2 LOWER,21COL001_WQX-7829B2,38.20054557,-103.6938802,LAKE MEREDITH SITE 2 LOWER,21COL001_WQX-7829B2,38.20055,-103.69388,4.4345123717118445e-06,0.49223087326001475,True,True
LAKE MEREDITH SITE 2 LOWER,21COL001_WQX-7829B2,38.20054557,-103.6938802,LAKE MEREDITH SITE 2 UPPER,21COL001_WQX-7829B1,38.20055,-103.69388,4.4345123717118445e-06,0.49223087326001475,False,False
LAKE MEREDITH SITE 2 UPPER,21COL001_WQX-7829B1,38.20054557,-103.6938802,LAKE MEREDITH SITE 2 LOWER,21COL001_WQX-7829B2,38.20055,-103.69388,4.4345123717118445e-06,0.49223087326001475,False,False
LITTLE FOUNTAIN CREEK ABOVE KEETON RESERVOIR,21COL001_WQX-7385,38.68198504,-104.859186,LITTLE FOUNTAIN CREEK ABOVE KEETON RESERVOIR,21COL001_WQX-7385,38.681989,-104.859188,4.436394937671675e-06,0.49243983808155595,True,True
"COLOSU, station:COLOSU_TCE_DWNSTRM",21COL001_WQX-CO0026735-D/S,38.80305226,-104.7952756,"COLOSU, station:COLOSU_TCE_DWNSTRM",21COL001_WQX-CO0026735-D/S,38.803056,-104.795278,4.443827176470729e-06,0.49326481658825094,True,True
QUAIL LAKE SITE 1 TOP,21COL001_WQX-7409A1,38.78551916,-104.8084025,QUAIL LAKE SITE 1 TOP,21COL001_WQX-7409A1,38.785523,-104.808405,4.58209558531003e-06,0.5086126099694134,True,True
BOB CREEK AT HWY 71,21COL001_WQX-7831,38.18208141,-103.7480053,BOB CREEK AT HWY 71,21COL001_WQX-7831,38.182086,-103.748005,4.599793469483452e-06,0.5105770751126631,True,True
ARKANSAS R. NEAR NEPESTA @ HWY 50 RD 613,21COL001_WQX-7520,38.17947647,-104.139496,ARKANSAS R. NEAR NEPESTA @ HWY 50 RD 613,21COL001_WQX-7520,38.179481,-104.139497,4.639062412996511e-06,0.5149359278426128,True,True
SAND CREEK D/S OF USGS GAGE 07105600,21COL001_WQX-7312,38.78738106,-104.7757203,SAND CREEK D/S OF USGS GAGE 07105600,21COL001_WQX-7312,38.787385,-104.775723,4.77635844256043e-06,0.5301757871242078,True,True
Broadmoor Village,21COL001_WQX-COG589021-EFF,38.71119592,-104.8250975,Broadmoor Village,21COL001_WQX-COG589021-EFF,38.7112,-104.8251,4.785018287436281e-06,0.5311370299054272,True,True
Town of Crowley WWTF Effluent 001A,21COL001_WQX-COG591126-EFF,38.18471721,-103.8480561,Town of Crowley WWTF Effluent 001A,21COL001_WQX-COG591126-EFF,38.184722,-103.848056,4.791043725922324e-06,0.531805853577378,True,True
Town of Crowley WWTF Effluent 001A,21COL001_WQX-COG589126-EFF,38.18471721,-103.8480561,Town of Crowley WWTF Effluent 001A,21COL001_WQX-COG589126-EFF,38.184722,-103.848056,4.791043725922324e-06,0.531805853577378,True,True
Town of Crowley WWTF Effluent 001A,21COL001_WQX-COG591126-EFF,38.18471721,-103.8480561,Town of Crowley WWTF Effluent 001A,21COL001_WQX-COG589126-EFF,38.184722,-103.848056,4.791043725922324e-06,0.531805853577378,True,False
Town of Crowley WWTF Effluent 001A,21COL001_WQX-COG589126-EFF,38.18471721,-103.8480561,Town of Crowley WWTF Effluent 001A,21COL001_WQX-COG591126-EFF,38.184722,-103.848056,4.791043725922324e-06,0.531805853577378,True,False
CHICOSA CREEK NEAR CONFLUENCE WITH ARK R,21COL001_WQX-7841,38.14911419,-104.0799233,CHICOSA CREEK NEAR CONFLUENCE WITH ARK R,21COL001_WQX-7841,38.149119,-104.079924,4.860668678509979e-06,0.5395342233146077,True,True
FOUNTAIN CK AT COLO. SPRINGS,21COL001_WQX-000016,38.77654598,-104.7802642,FOUNTAIN CK AT COLO. SPRINGS,21COL001_WQX-000016,38.77655,-104.780267,4.899020303461882e-06,0.5437912536842688,True,True
CO0023850 Rocky Ford WWTF Effluent,21COL001_WQX-CO0023850-EFF,38.06638411,-103.6941666,CO0023850 Rocky Ford WWTF Effluent,21COL001_WQX-CO0023850-EFF,38.066389,-103.694167,4.906332641431009e-06,0.5446029231988421,True,True
ARKANSAS R. IN MANZANOLA @ HWY 207,21COL001_WQX-7533,38.12717909,-103.861761,ARKANSAS R. IN MANZANOLA @ HWY 207,21COL001_WQX-7533,38.127184,-103.861761,4.910000001245862e-06,0.5450100001382907,True,True
COG589012 Manzanola WWTP Effluent,21COL001_WQX-COG589012-EFF,38.10714804,-103.8695699,Manzanola WWTP Effluent,21COL001_WQX-COG591012-EFF,38.107153,-103.86957,4.961007960256159e-06,0.5506718835884337,False,False
Manzanola WWTP Effluent,21COL001_WQX-COG591012-EFF,38.10714804,-103.8695699,Manzanola WWTP Effluent,21COL001_WQX-COG591012-EFF,38.107153,-103.86957,4.961007960256159e-06,0.5506718835884337,True,True
Manzanola WWTP Effluent,21COL001_WQX-COG591012-EFF,38.10714804,-103.8695699,COG589012 Manzanola WWTP Effluent,21COL001_WQX-COG589012-EFF,38.107153,-103.86957,4.961007960256159e-06,0.5506718835884337,False,False
COG589012 Manzanola WWTP Effluent,21COL001_WQX-COG589012-EFF,38.10714804,-103.8695699,COG589012 Manzanola WWTP Effluent,21COL001_WQX-COG589012-EFF,38.107153,-103.86957,4.961007960256159e-06,0.5506718835884337,True,True
OLNEY SPRINGS WWTF 001 EFFLUENT,21COL001_WQX-COG591137-EFF,38.15699498,-103.9419999,OLNEY SPRINGS WWTF 001 EFFLUENT,21COL001_WQX-COG589137-EFF,38.157,-103.942,5.020995913165293e-06,0.5573305463613475,True,False
OLNEY SPRINGS WWTF 001 EFFLUENT,21COL001_WQX-COG589137-EFF,38.15699498,-103.9419999,OLNEY SPRINGS WWTF 001 EFFLUENT,21COL001_WQX-COG591137-EFF,38.157,-103.942,5.020995913165293e-06,0.5573305463613475,True,False
OLNEY SPRINGS WWTF 001 EFFLUENT,21COL001_WQX-COG589137-EFF,38.15699498,-103.9419999,OLNEY SPRINGS WWTF 001 EFFLUENT,21COL001_WQX-COG589137-EFF,38.157,-103.942,5.020995913165293e-06,0.5573305463613475,True,True
OLNEY SPRINGS WWTF 001 EFFLUENT,21COL001_WQX-COG591137-EFF,38.15699498,-103.9419999,OLNEY SPRINGS WWTF 001 EFFLUENT,21COL001_WQX-COG591137-EFF,38.157,-103.942,5.020995913165293e-06,0.5573305463613475,True,True
Crowley County Correctional WWTP Effluent,21COL001_WQX-CO0046795-EFF,38.15427695,-103.9574268,Crowley County Correctional WWTP Effluent,21COL001_WQX-CO0046795-EFF,38.154282,-103.957427,5.053958843024283e-06,0.5609894315756954,True,True
Holbrook Reservoir,NARS_WQX-NLA06608-0228,38.06219211,-103.6093931,Holbrook Reservoir,NARS_WQX-NLA06608-0228,38.06219707,-103.6093941,5.059802372459686e-06,0.5616380633430251,True,True
ARKANSAS RIVER NEAR FOWLER,21COL001_WQX-7523,38.14075195,-104.0231426,ARKANSAS RIVER NEAR FOWLER,21COL001_WQX-7523,38.140757,-104.023143,5.0658168136824694e-06,0.5623056663187541,True,True
CO0021571 Fowler WWTF Effluent,21COL001_WQX-CO0021571-EFF,38.14071993,-104.0177607,CO0021571 Fowler WWTF Effluent,21COL001_WQX-CO0021571-EFF,38.140725,-104.017761,5.078867984168637e-06,0.5637543462427187,True,True
TIMPAS CREEK NEAR ROCKY FORD,21COL001_WQX-7501,37.95299987,-103.7244095,TIMPAS CREEK NEAR ROCKY FORD,21COL001_WQX-7501,37.953005,-103.72441,5.1543088764438185e-06,0.5721282852852638,True,True
"Lower Fountain Metro SDD, station:LFMSDD_UPSTRM",21COL001_WQX-CO0000005-U/S,38.6245786,-104.6571643,"Lower Fountain Metro SDD, station:LFMSDD_UPSTRM",21COL001_WQX-CO0000005-U/S,38.624583,-104.657167,5.162363799009919e-06,0.573022381690101,True,True
"CO0000005 Lower Fountain Metro SDD, station:LFMSDD_EFF WWTF Effluent",21COL001_WQX-CO0000005-EFF,38.61871759,-104.6629973,"CO0000005 Lower Fountain Metro SDD, station:LFMSDD_EFF WWTF Effluent",21COL001_WQX-CO0000005-EFF,38.618722,-104.663,5.170889666004253e-06,0.5739687529264721,True,True
"Lower Fountain Metro SDD, station:LFMSDD_DWNSTRM",21COL001_WQX-CO0000005-D/S,38.61463458,-104.6626913,"Lower Fountain Metro SDD, station:LFMSDD_DWNSTRM",21COL001_WQX-CO0000005-D/S,38.614639,-104.662694,5.179420811752206e-06,0.5749157101044948,True,True
Arkansas River at Bent's Old Fort National Historic Site,11NPSWRD_WQX-SOPN_BEOL_AR,38.0382702,-103.430257,Arkansas River at Bent's Old Fort National Historic Site,11NPSWRD_WQX-SOPN_BEOL_AR,38.038275,-103.430259,5.200000002831145e-06,0.5772000003142571,True,True
JIMMY CAMP CREEK AT FOUNTAIN CREEK USGS GAGE,21COL001_WQX-7370,38.68385367,-104.6887801,JIMMY CAMP CREEK AT FOUNTAIN CREEK USGS GAGE,21COL001_WQX-7370,38.683858,-104.688783,5.211420153512342e-06,0.5784676370398699,True,True
"Upstream of Fountain SD WWTF, station:FOUNSD_FSDWWTF_UPSTRM",21COL001_WQX-CO0020532-U/S,38.67167364,-104.6986271,"Upstream of Fountain SD WWTF, station:FOUNSD_FSDWWTF_UPSTRM",21COL001_WQX-CO0020532-U/S,38.671678,-104.69863,5.236372788133006e-06,0.5812373794827637,True,True
