Beta_Location_Name,Beta_Location_Identifier,Beta_Lat,Beta_Long,Old_MonitoringLocationName,Old_MonitoringLocationIdentifier,Old_Lat,Old_Long,Distance_Degrees,Distance_Meters,Names_Match,IDs_Match
TIMPAS CREEK 3 MI SW OF TIMPAS EAST OF BROWN RESERVOIR,21COL001_WQX-7502,37.76177276,-103.8439082,TIMPAS CREEK 3 MI SW OF TIMPAS EAST OF BROWN RESERVOIR,21COL001_WQX-7502,37.761778,-103.843908,5.243815405053968e-06,0.5820635099609904,True,True
"FOUNSD, station:FOUNSD_FSDWWTF_EFF",21COL001_WQX-CO0020532-EFF,38.66188463,-104.6989141,"FOUNSD, station:FOUNSD_FSDWWTF_EFF",21COL001_WQX-CO0020532-EFF,38.661889,-104.698917,5.244702087201785e-06,0.5821619316793981,True,True
"Downstream of Fountain SD WWTF, station:FOUNSD_FSDWWTF_DWNSTRM",21COL001_WQX-CO0020532-D/S,38.64774562,-104.6915531,"Downstream of Fountain SD WWTF, station:FOUNSD_FSDWWTF_DWNSTRM",21COL001_WQX-CO0020532-D/S,38.64775,-104.691556,5.253037223659637e-06,0.5830871318262196,True,True
TIMPAS CREEK,NARS_WQX-WCOP01-0819,37.79039473,-103.8207,TIMPAS CREEK,NARS_WQX-WCOP01-0819,37.7904,-103.8207,5.269999995505259e-06,0.5849699995010837,True,True
TIMPAS CREEK AT CR 23 (USGS 07121500),21COL001_WQX-7501B,38.00281582,-103.655996,TIMPAS CREEK AT CR 23 (USGS 07121500),21COL001_WQX-7501B,38.002821,-103.655997,5.275642135783101e-06,0.5855962770719242,True,True
"Fountain Creek U/S of Widefield WSD WWTF, station:WWSD_UPSTRM",21COL001_WQX-CO0021067-U/S,38.71803766,-104.7254329,"Fountain Creek U/S of Widefield WSD WWTF, station:WWSD_UPSTRM",21COL001_WQX-CO0021067-U/S,38.718042,-104.725436,5.333441663301195e-06,0.5920120246264327,True,True
"Fountain Creek D/S of Widefield WSD WWTF, station:WWSD_DWNSTRM",21COL001_WQX-CO0021067-D/S,38.71403766,-104.7226639,"Fountain Creek D/S of Widefield WSD WWTF, station:WWSD_DWNSTRM",21COL001_WQX-CO0021067-D/S,38.714042,-104.722667,5.333441663301195e-06,0.5920120246264327,True,True
"CO0021067 Widefield WSD WWTF Effluent WWSD, station:WWSD_EFF",21COL001_WQX-CO0021067-EFF,38.71879566,-104.7249279,"CO0021067 Widefield WSD WWTF Effluent WWSD, station:WWSD_EFF",21COL001_WQX-CO0021067-EFF,38.7188,-104.724931,5.333441669083119e-06,0.5920120252682263,True,True
MUDDY CREEK AT SETCHFIELD SWA,21COL001_WQX-7860,37.76272889,-103.2434965,MUDDY CREEK AT SETCHFIELD SWA,21COL001_WQX-7860,37.762733,-103.2435,5.398342331673981e-06,0.5992159988158119,True,True
"Security SD, station:SSD_EFF",21COL001_WQX-CO0024392-EFF,38.73524565,-104.7374298,"Security SD, station:SSD_EFF",21COL001_WQX-CO0024392-EFF,38.73525,-104.737433,5.400231471438432e-06,0.5994256933296659,True,True
"Security SD, station:SSD_UPSTRM",21COL001_WQX-CO0024392-U/S,38.73482865,-104.7378858,"Security SD, station:SSD_UPSTRM",21COL001_WQX-CO0024392-U/S,38.734833,-104.737889,5.400231477162003e-06,0.5994256939649824,True,True
FOUNTAIN CRK ABOVE SECURITY WWTF,21COL001_WQX-7319B,38.73339665,-104.7340558,FOUNTAIN CRK ABOVE SECURITY WWTF,21COL001_WQX-7319B,38.733401,-104.734059,5.400231479859317e-06,0.5994256942643842,True,True
"Security SD, station:SSD_DWNSTRM",21COL001_WQX-CO0024392-D/S,38.72943565,-104.7338578,"Security SD, station:SSD_DWNSTRM",21COL001_WQX-CO0024392-D/S,38.72944,-104.733861,5.400231479859317e-06,0.5994256942643842,True,True
FORT CARSON WWTF,21COL001_WQX-CO0021181-EFF,38.72345663,-104.7429138,FORT CARSON WWTF,21COL001_WQX-CO0021181-EFF,38.723461,-104.742917,5.416354867475757e-06,0.601215390289809,True,True
FOUNTAIN CRK BELOW SECURITY WWTF,21COL001_WQX-7319A,38.74324764,-104.7414227,FOUNTAIN CRK BELOW SECURITY WWTF,21COL001_WQX-7319A,38.743252,-104.741426,5.468052670360917e-06,0.6069538464100618,True,True
ARKANSAS RIVER NEAR LA JUNTA,21COL001_WQX-000004,38.00816671,-103.5868385,ARKANSAS RIVER NEAR LA JUNTA,21COL001_WQX-000004,38.008172,-103.58684,5.498554358535297e-06,0.6103395337974179,True,True
CROOKED ARROYO AT HWY 50 NEAR MOUTH,21COL001_WQX-7534,37.99863966,-103.5876424,CROOKED ARROYO AT HWY 50 NEAR MOUTH,21COL001_WQX-7534,37.998645,-103.587644,5.574549311667352e-06,0.618774973595076,True,True
PURGATOIRE RIVER,NARS_WQX-WCOP99-0672,37.79718532,-103.3769968,PURGATOIRE RIVER,NARS_WQX-WCOP99-0672,37.79719,-103.377,5.669426778744132e-06,0.6293063724405986,True,True
ANDERSON ARROYO AT MOUTH,21COL001_WQX-7538,37.99031859,-103.5522481,ANDERSON ARROYO AT MOUTH,21COL001_WQX-7538,37.990324,-103.55225,5.7339427973422475e-06,0.6364676505049894,True,True
CO0021261 Las Animas 003A Effluent,21COL001_WQX-CO0021261-EFF,37.97126157,-103.5306049,CO0021261 Las Animas 003A Effluent,21COL001_WQX-CO0021261-EFF,37.971267,-103.530607,5.821932664860518e-06,0.6462345257995175,True,True
KING ARROYO AT E 14TH ST,21COL001_WQX-7210,37.97534457,-103.5310679,KING ARROYO AT E 14TH ST,21COL001_WQX-7210,37.97535,-103.53107,5.821932671487609e-06,0.6462345265351246,True,True
"City of La Junta WWTF 001A, Plant Effluent only",21COL001_WQX-CO0021261-AUX,37.98692555,-103.5297359,"City of La Junta WWTF 001A, Plant Effluent only",21COL001_WQX-CO0021261-AUX,37.986931,-103.529738,5.840590716040888e-06,0.6483055694805386,True,True
ARKANSAS R IN LA JUNTA @ HWY 109,21COL001_WQX-7530,37.99101255,-103.5319889,ARKANSAS R IN LA JUNTA @ HWY 109,21COL001_WQX-7530,37.991018,-103.531991,5.840590721150439e-06,0.6483055700476987,True,True
Arkansas R at Hwy 109 Bridge N of La Junta,21COL001_WQX-CO0021261-U/S,37.99101955,-103.5315689,Arkansas R at Hwy 109 Bridge N of La Junta,21COL001_WQX-CO0021261-U/S,37.991025,-103.531571,5.8405907277806895e-06,0.6483055707836566,True,True
KING ARROYO AT MOUTH,21COL001_WQX-7212,37.98942055,-103.5313429,KING ARROYO AT MOUTH,21COL001_WQX-7212,37.989426,-103.531345,5.8405907277806895e-06,0.6483055707836566,True,True
Holbrook Reservoir,NARS_WQX-NLA06608-0228,38.06219211,-103.6093931,HOLBROOK LAKE SITE 1 TOP,21COL001_WQX-7526H1,38.0622,-103.609394,7.941164899856359e-06,0.8814693038840559,False,False
JOHN MARTIN RESERVOIR,21COL001_WQX-CPW-067,38.067675,-102.938003,"John Martin Reservoir, Bent County, CO, USA",NALMS-F203834,38.06768,-102.9380283,2.5789338887130458e-05,2.862616616471481,False,False
Arkansas - Hwy 385 Br,CORIVWCH_WQX-945,38.09512236,-102.3107788,ARKANSAS R. GRANADA @ HWY 385,21COL001_WQX-7809,38.09509,-102.31078,3.238224204587298e-05,3.5944288670919007,False,False
ARKANSAS R. GRANADA @ HWY 385,21COL001_WQX-7809,38.09508952,-102.3107786,Arkansas - Hwy 385 Br,CORIVWCH_WQX-945,38.09512236,-102.3107788,3.284060900349423e-05,3.6453075993878596,False,False
Piedmont Plains and Tablelands,NARS_WQX-CORO-1032,38.6962,-104.7115,,NARS_WQX-NRS_CO-10333,38.69619533,-104.7115425,4.275580544550258e-05,4.7458944044507865,False,False
,NARS_WQX-NRS_CO-10333,38.69619533,-104.7115425,Piedmont Plains and Tablelands,NARS_WQX-CORO-1032,38.6962,-104.7115,4.275580544550258e-05,4.7458944044507865,False,False
HUERFANO R. @ HWY 50 NR. BOONE,21COL001_WQX-7611,38.22549502,-104.2615732,Huerfano - Hwy 50,CORIVWCH_WQX-477,38.22546454,-104.2615427,4.3119373831336036e-05,4.7862504952783,False,False
Piedmont Plains and Tablelands,NARS_WQX-CORO-1035,38.35013,-104.6111,,NARS_WQX-NRS_CO-10336,38.35013331,-104.6111431,4.3226914082933405e-05,4.798187463205608,False,False
,NARS_WQX-NRS_CO-10336,38.35013331,-104.6111431,Piedmont Plains and Tablelands,NARS_WQX-CORO-1035,38.35013,-104.6111,4.3226914082933405e-05,4.798187463205608,False,False
GRAVEYARD CREEK AT 5TH ST. WEST OF LAMAR,21COL001_WQX-7821,38.09985846,-102.7919892,Graveyard Creek & County Road JJ,CSU-CIVIL&ENVIRONMENTAL-ENG-CARK-3,38.099814,-102.79199,4.446719689632629e-05,4.935858855492218,False,False
Graveyard Creek & County Road JJ,CSU-CIVIL&ENVIRONMENTAL-ENG-CARK-3,38.099814,-102.79199,GRAVEYARD CREEK AT 5TH ST. WEST OF LAMAR,21COL001_WQX-7821,38.09986,-102.791991,4.601086827880307e-05,5.107206378947141,False,False
Huerfano - Hwy 50,CORIVWCH_WQX-477,38.22546454,-104.2615427,HUERFANO R. @ HWY 50 NR. BOONE,21COL001_WQX-7611,38.225499,-104.261575,4.723115072992884e-05,5.242657731022101,False,False
"ARKANSAS RIVER AT HWY 71 NEAR ROCKY FORD, CO.",USGS-380623103444901,38.10639599,-103.7474502,Arkansas - Hwy 71,CORIVWCH_WQX-442,38.10642528,-103.7474903,4.9657971157031504e-05,5.512034798430497,False,False
"FOUNTAIN CREEK AT SECURITY, CO",USGS-07105800,38.7294404,-104.7338611,FOUNTAIN CREEK AT MESA RIDGE PARKWAY,21COL001_WQX-07105800,38.72946,-104.73391,5.268178052861981e-05,5.8476776386767995,False,False
FOUNTAIN CREEK AT MESA RIDGE PARKWAY,21COL001_WQX-07105800,38.72946,-104.73391,"Security SD, station:SSD_DWNSTRM",21COL001_WQX-CO0024392-D/S,38.72944,-104.733861,5.292447448271316e-05,5.874616667581161,False,False
"GAGEBY CREEK NEAR FORT LYON, CO",USGS-380648103045401,38.11347222,-103.0816389,GAGEBY CREEK @ HWY 50,21COL001_WQX-7819,38.113417,-103.08165,5.632458077870942e-05,6.252028466436745,False,False
"Security SD, station:SSD_DWNSTRM",21COL001_WQX-CO0024392-D/S,38.72943565,-104.7338578,FOUNTAIN CREEK AT MESA RIDGE PARKWAY,21COL001_WQX-07105800,38.72946,-104.73391,5.760002170207636e-05,6.393602408930476,False,False
"John Martin Reservoir, Bent County, CO, USA",NALMS-F203834,38.073,-103.028,JOHN MARTIN RESERVOIR - TOP,21COL001_WQX-AR1609-T,38.07304,-103.027957,5.8728187442823155e-05,6.51882880615337,False,False
"John Martin Reservoir, Bent County, CO, USA",NALMS-F203834,38.073,-103.028,JOHN MARTIN RESERVOIR - BOTTOM,21COL001_WQX-AR1609-B,38.07304,-103.027957,5.8728187442823155e-05,6.51882880615337,False,False
ARKANSAS R. @ HWY 50 & 287 BRIDGE NEAR LAMAR,21COL001_WQX-000002,38.105978,-102.619043,ARKANSAS R. NR LAMAR HWY 50/287 BRIDGE,21COL001_WQX-7808,38.106027,-102.619077,5.9640590202265334e-05,6.6201055124514525,False,False
ARKANSAS RIVER AT HWY 167,21COL001_WQX-PEST-41,38.14105,-104.022667,Arkansas - Hwy 167,CORIVWCH_WQX-446,38.141,-104.0227,5.990826320545906e-05,6.649817215805956,False,False
Arkansas - Hwy 167,CORIVWCH_WQX-446,38.141,-104.0227,ARKANSAS RIVER AT HWY 167,21COL001_WQX-PEST-41,38.14105,-104.022667,5.990826320545906e-05,6.649817215805956,False,False
"ARKANSAS RIVER AT HWY 207 NEAR MANZANOLA, CO.",USGS-380738103514201,38.12722844,-103.8621765,Arkansas - Hwy 207,CORIVWCH_WQX-476,38.12727523,-103.8622169,6.181799171890328e-05,6.861797080798264,False,False
ARKANSAS RIVER D/S OF MCCLAVE DRAINAGE,21COL001_WQX-7806B,38.09346,-102.76832,ARKANASAS RIVER AT C.R. 34.5,21COL001_WQX-PEST-33,38.093483,-102.76825,7.368174808637983e-05,8.178674037588161,False,False
ARKANASAS RIVER AT C.R. 34.5,21COL001_WQX-PEST-33,38.093483,-102.76825,ARKANSAS RIVER D/S OF MCCLAVE DRAINAGE,21COL001_WQX-7806B,38.09346,-102.76832,7.368174808637983e-05,8.178674037588161,False,False
"ARKANSAS RIVER AT NEPESTA, CO.",USGS-07117500,38.17889278,-104.1391298,Arkansas - Nepesta,CORIVWCH_WQX-478,38.17888446,-104.1392076,7.824360932329889e-05,8.685040634886176,False,False
Arkansas - Prowers Br,CORIVWCH_WQX-623,38.09353238,-102.7681872,ARKANASAS RIVER AT C.R. 34.5,21COL001_WQX-PEST-33,38.093483,-102.76825,7.988882524716469e-05,8.86765960243528,False,False
ARKANASAS RIVER AT C.R. 34.5,21COL001_WQX-PEST-33,38.093483,-102.76825,Arkansas - Prowers Br,CORIVWCH_WQX-623,38.09353238,-102.7681872,7.988882524716469e-05,8.86765960243528,False,False
CO0021075 Avondale WSD Effluent,21COL001_WQX-CO0021075-EFF,38.24089613,-104.3369984,AVONDALE WSD EFFLUENT,21COL001_WQX-TIN_AVONDALE_EFF,38.240958,-104.336938,8.646419431737925e-05,9.597525569229097,False,False
ST. CHARLES R. @ BUSINESS ROUTE 50,21COL001_WQX-7503,38.245517,-104.489515,ST CHARLES RIVER SOUTH OF BAXTER,21COL001_WQX-000086,38.245442,-104.48946,9.30053761926192e-05,10.323596757380733,False,False
ST CHARLES RIVER SOUTH OF BAXTER,21COL001_WQX-000086,38.245442,-104.48946,ST. CHARLES R. @ BUSINESS ROUTE 50,21COL001_WQX-7503,38.245517,-104.489515,9.30053761926192e-05,10.323596757380733,False,False
"WMHMD, station:WMHMD_UPSTRM",21COL001_WQX-CO0047091-U/S,38.9699866,-104.5918656,"WMHMD, station:WMHMD_EFF",21COL001_WQX-CO0047091-EFF,38.969903,-104.591822,9.428637229450302e-05,10.465787324689835,False,False
"WMHMD, station:WMHMD_EFF",21COL001_WQX-CO0047091-EFF,38.9699006,-104.5918206,"WMHMD, station:WMHMD_UPSTRM",21COL001_WQX-CO0047091-U/S,38.969989,-104.591867,9.983746790719364e-05,11.081958937698493,False,False
